LG	contig	pos	av	Mpos_majority	Mpos_min	Mpos_max	inf_min	orientation	rndm_orientation
6	Contig85459	8308	41.7285	41.7285	41.7285	41.7285	41.720192	unk	pos
3	Contig855	6832	30.583	30.583	30.583	30.583	30.576168	unk	neg
10	Contig85621	3730	7.446	7.446	7.446	7.446	7.44227	unk	pos
8	Contig85641	43355	29.79	29.79	29.79	29.79	29.746645	unk	neg
14	Contig85657	649	7.3825	7.3825	7.3825	7.3825	7.381851	unk	neg
1	Contig8566	20427	75.534	75.534	75.534	75.534	75.513573	unk	neg
11	Contig85677	1105	14.3545	14.3545	14.3545	14.3545	14.353395	unk	neg
8	Contig85678	5580	19.7875	19.7875	19.7875	19.7875	19.78192	unk	neg
7	Contig85681	27740	28.0395	28.0395	28.0395	28.0395	28.01176	unk	pos
11	Contig85698	7069	52.908	52.908	52.908	52.908	52.900931	unk	neg
1	Contig85714	4376	80.9515	80.9515	80.9515	80.9515	80.947124	unk	neg
2	Contig85729	34514	45.73	45.73	45.73	45.73	45.695486	unk	neg
1	Contig85735	31764	35.667	35.667	35.667	35.667	35.635236	unk	neg
15	Contig85767	10263	14.5488022113022	14.5488022113022	14.5488022113022	14.5488022113022	14.5385392113022	unk	pos
9	Contig85773	22070	29.2155	29.2155	29.2155	29.2155	29.19343	unk	pos
13	Contig85784	11026	1.8645	1.8645	1.8645	1.8645	1.853474	unk	pos
11	Contig85796	23534	53.1745	53.1745	53.1745	53.1745	53.150966	unk	pos
17	Contig85798	31952	0.5915	0.5915	0.5915	0.5915	0.559548	unk	neg
7	Contig85805	9593	28.603	28.603	28.603	28.603	28.593407	unk	neg
15	Contig85808	19128	36.152	36.152	36.152	36.152	36.132872	unk	neg
14	Contig85830	707	25.2435	25.2435	25.2435	25.2435	25.242793	unk	pos
4	Contig85839	10377	32.744	32.744	32.744	32.744	32.733623	unk	neg
2	Contig8584	16613	15.1345	15.1345	15.1345	15.1345	15.117887	unk	pos
3	Contig85842	19481	16.277	16.277	16.277	16.277	16.257519	unk	pos
16	Contig85880	12858	56.1665	56.1665	56.1665	56.1665	56.153642	unk	pos
2	Contig85882	9783	59.049	59.186	59.049	59.186	59.176217	neg	neg
2	Contig85897	2998	37.1965	37.1965	37.1965	37.1965	37.193502	unk	neg
3	Contig859	78776	15.7065	15.7065	15.7065	15.7065	15.627724	unk	neg
6	Contig85912	6606	29.3	29.3	29.3	29.3	29.293394	unk	neg
9	Contig85952	7974	51.5515	51.5515	51.5515	51.5515	51.543526	unk	neg
11	Contig85974	4155	54.0575	54.0575	54.0575	54.0575	54.053345	unk	neg
4	Contig85996	13191	14.1135	14.1135	14.1135	14.1135	14.100309	unk	pos
1	Contig86001	24296	42.9605	42.9605	42.9605	42.9605	42.936204	unk	pos
17	Contig86019	12846	42.3425	42.3425	42.3425	42.3425	42.329654	unk	neg
9	Contig86024	10359	37.664	37.664	37.664	37.664	37.653641	unk	neg
6	Contig86029	36339	44.8305	44.8305	44.8305	44.8305	44.794161	unk	neg
5	Contig86053	10768	51.5745	51.5745	51.5745	51.5745	51.563732	unk	neg
7	Contig86058	3258	0.690499999999999	0.690499999999999	0.690499999999999	0.690499999999999	0.687241999999999	unk	pos
13	Contig86076	3852	42.529	42.529	42.529	42.529	42.525148	unk	pos
11	Contig86079	12954	52.908	52.908	52.908	52.908	52.895046	unk	neg
17	Contig8608	102633	37.592	37.592	37.592	37.592	37.489367	unk	pos
2	Contig861	8560	45.73	45.73	45.73	45.73	45.72144	unk	neg
3	Contig86111	2231	15.137	15.137	15.137	15.137	15.134769	unk	neg
9	Contig86149	5101	28.0725	28.0725	28.0725	28.0725	28.067399	unk	neg
12	Contig86163	11930	29.627	29.627	29.627	29.627	29.61507	unk	pos
2	Contig86166	5277	11.496	11.496	11.496	11.496	11.490723	unk	pos
2	Contig8620	2608	50.0105	50.0105	50.0105	50.0105	50.007892	unk	neg
4	Contig86240	24493	14.9865	14.9865	14.9865	14.9865	14.962007	unk	pos
6	Contig8625	4335	36.0925	36.0925	36.0925	36.0925	36.088165	unk	pos
2	Contig86293	26079	63.457	63.457	63.457	63.457	63.430921	unk	neg
2	Contig8631	5582	42.355	42.355	42.355	42.355	42.349418	unk	pos
8	Contig86317	27447	31.7975	31.7975	31.7975	31.7975	31.770053	unk	pos
3	Contig86336	33416	30.583	30.583	30.583	30.583	30.549584	unk	pos
9	Contig86354	41963	31.8837190773281	31.8837190773281	31.8837190773281	31.8837190773281	31.8417560773281	unk	pos
17	Contig86361	772	62.3215	62.3215	62.3215	62.3215	62.320728	unk	pos
5	Contig8638	13505	25.0855	25.0855	25.0855	25.0855	25.071995	unk	pos
3	Contig86380	18123	12.673	12.673	12.673	12.673	12.654877	unk	pos
6	Contig86392	13186	34.682	34.682	34.682	34.682	34.668814	unk	neg
9	Contig86403	41174	28.0725	28.0725	28.0725	28.0725	28.031326	unk	pos
8	Contig8641	9310	29.5045	29.5045	29.5045	29.5045	29.49519	unk	neg
2	Contig86424	4687	87.489	87.489	87.489	87.489	87.484313	unk	pos
12	Contig86430	35185	37.9825	37.9825	37.9825	37.9825	37.947315	unk	neg
8	Contig86431	50142	42.9065	42.9065	42.9065	42.9065	42.856358	unk	neg
8	Contig86458	16698	29.2185	29.2185	29.2185	29.2185	29.201802	unk	pos
16	Contig86496	214	13.992	13.992	13.992	13.992	13.991786	unk	neg
17	Contig86499	23255	45.8605	45.8605	45.8605	45.8605	45.837245	unk	neg
15	Contig86508	19667	1.9025	1.9025	1.9025	1.9025	1.882833	unk	pos
12	Contig86520	6562	56.6905	56.6905	56.6905	56.6905	56.683938	unk	neg
14	Contig86565	2638	10.2385	10.2385	10.2385	10.2385	10.235862	unk	pos
4	Contig86578	8436	12.657	12.657	12.657	12.657	12.648564	unk	neg
1	Contig8658	18440	31.3955	31.3955	31.3955	31.3955	31.37706	unk	pos
8	Contig86581	533	52.9455	52.9455	52.9455	52.9455	52.944967	unk	pos
8	Contig86582	2105	52.9455	52.9455	52.9455	52.9455	52.943395	unk	neg
1	Contig8659	7820	46.538	46.538	46.538	46.538	46.53018	unk	pos
3	Contig86594	42697	33.145	33.145	33.145	33.145	33.102303	unk	pos
8	Contig86598	3941	6.488	6.488	6.488	6.488	6.484059	unk	pos
12	Contig86606	9303	46.1125	46.1125	46.1125	46.1125	46.103197	unk	neg
12	Contig86618	2518	53.8045	53.8045	53.8045	53.8045	53.801982	unk	pos
8	Contig86650	264	45.608	45.608	45.608	45.608	45.607736	unk	pos
2	Contig8668	2354	37.1965	37.1965	37.1965	37.1965	37.194146	unk	neg
14	Contig86684	1675	10.2385	10.2385	10.2385	10.2385	10.236825	unk	neg
2	Contig867	27032	45.449	45.449	45.449	45.449	45.421968	unk	pos
11	Contig86701	5576	52.908	52.908	52.908	52.908	52.902424	unk	pos
12	Contig86727	91523	33.904	33.904	33.904	33.904	33.812477	unk	neg
2	Contig86738	20366	52.486	52.486	52.486	52.486	52.465634	unk	pos
2	Contig86757	18056	46.2925	46.2925	46.2925	46.2925	46.274444	unk	pos
12	Contig86770	6106	1.276	1.276	1.276	1.276	1.269894	unk	pos
15	Contig86774	30290	8.74	8.74	8.74	8.74	8.70971	unk	pos
2	Contig86776	14339	21.5805	21.5805	21.5805	21.8825	21.566161	neg	pos
12	Contig86782	27787	48.712	48.712	48.712	48.712	48.684213	unk	neg
16	Contig86793	19195	44.2675	44.2675	44.2675	44.2675	44.248305	unk	pos
3	Contig868	126179	30.0185	30.3035	30.0185	30.3035	30.177321	neg	pos
2	Contig86818	22336	45.449	45.449	45.449	45.449	45.426664	unk	pos
5	Contig86826	2746	18.343	18.343	18.343	18.343	18.340254	unk	pos
6	Contig86892	13266	31.0045	31.0045	31.0045	31.0045	30.991234	unk	neg
8	Contig869	14629	51.536	51.536	51.536	51.536	51.521371	unk	pos
3	Contig86918	11114	38.3115	38.3115	38.3115	38.3115	38.300386	unk	neg
9	Contig86936	72397	28.0725	28.0725	28.0725	28.0725	28.000103	unk	pos
5	Contig8695	1640	41.321	41.321	41.321	41.321	41.31936	unk	pos
15	Contig86968	8595	27.153	27.153	27.153	27.153	27.144405	unk	neg
4	Contig8697	13879	1.5085	1.5085	1.5085	1.5085	1.494621	unk	pos
2	Contig86971	9934	67.5205	67.5205	67.5205	67.5205	67.510566	unk	pos
14	Contig87004	7382	15.5205	15.5205	15.5205	15.5205	15.513118	unk	neg
4	Contig87007	17633	1.5085	1.5085	1.5085	1.5085	1.490867	unk	pos
3	Contig87018	27665	45.9735	45.9735	45.9735	45.9735	45.945835	unk	pos
8	Contig87050	935	3.5535	3.554	3.5535	3.554	3.553065	neg	pos
5	Contig87057	16649	45.739	45.739	45.739	45.739	45.722351	unk	neg
2	Contig87058	30040	21.8825	21.8825	21.8825	21.8825	21.85246	unk	pos
14	Contig87064	7717	0.3875	0.3875	0.3875	0.3875	0.379783	unk	pos
14	Contig87087	16914	7.3825	7.3825	7.3825	7.3825	7.365586	unk	pos
1	Contig87099	88	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.965411999999999	unk	neg
1	Contig8710	38150	37.6385	37.6385	37.6385	37.6385	37.60035	unk	pos
7	Contig87121	883	5.5455	5.5455	5.5455	5.5455	5.544617	unk	pos
2	Contig87140	981	35.027	35.027	35.027	35.027	35.026019	unk	neg
11	Contig87166	8262	14.3545	14.3545	14.3545	14.3545	14.346238	unk	pos
2	Contig87167	861	52.486	52.486	52.486	52.486	52.485139	unk	neg
11	Contig87171	13869	53.1745	53.1745	53.1745	53.1745	53.160631	unk	pos
16	Contig87179	10476	4.5855	4.5855	4.5855	4.5855	4.575024	unk	neg
5	Contig87186	688	10.0576298945327	10.0576298945327	10.0576298945327	10.0576298945327	10.0569418945327	unk	pos
4	Contig87191	27372	32.46	32.46	32.46	32.46	32.432628	unk	neg
2	Contig8720	20630	63.176	63.176	63.176	63.176	63.15537	unk	pos
12	Contig87216	11711	34.1835	34.1835	34.1835	34.1835	34.171789	unk	pos
6	Contig87292	18386	29.3	29.3	29.3	29.3	29.281614	unk	pos
6	Contig87293	5733	29.3	29.3	29.3	29.3	29.294267	unk	neg
12	Contig87295	10477	28.202	28.202	28.202	28.202	28.191523	unk	pos
1	Contig87314	7071	42.9605	42.9605	42.9605	42.9605	42.953429	unk	pos
7	Contig87361	3358	9.63	9.63	9.63	9.63	9.626642	unk	pos
7	Contig87362	189	10.288	10.288	10.288	10.288	10.287811	unk	neg
8	Contig87363	27132	39.691	39.691	39.691	39.691	39.663868	unk	pos
10	Contig87382	7511	11.108	11.108	11.108	11.108	11.100489	unk	neg
13	Contig87383	54727	35.821	36.103	35.821	36.103	36.048273	neg	neg
1	Contig87393	13781	42.9605	42.9605	42.9605	42.9605	42.946719	unk	pos
3	Contig87394	46123	33.145	33.145	33.145	33.145	33.098877	unk	pos
14	Contig87422	257	34.6545	34.6545	34.6545	34.6545	34.654243	unk	pos
5	Contig8743	3351	47.725	47.725	47.725	47.725	47.721649	unk	neg
7	Contig87435	10421	47.322720289633	47.322720289633	47.322720289633	47.322720289633	47.312299289633	unk	neg
11	Contig87486	5691	52.3195	52.3195	52.3195	52.3195	52.313809	unk	pos
4	Contig87530	36980	1.5085	1.5085	1.5085	1.5085	1.47152	unk	neg
10	Contig87576	14242	0	0	0	0	0	unk	neg
12	Contig87612	42015	40.5365	40.5365	40.5365	40.5365	40.494485	unk	neg
14	Contig87618	2801	0.3875	0.3875	0.3875	0.3875	0.384699	unk	pos
11	Contig87648	38139	52.908	52.908	52.908	52.908	52.869861	unk	pos
10	Contig8765	12002	3.401	3.401	3.401	3.401	3.388998	unk	pos
17	Contig87694	5115	24.9095	24.9095	24.9095	24.9095	24.904385	unk	neg
2	Contig877	20596	54.1735	54.1735	54.1735	54.1735	54.152904	unk	pos
2	Contig87708	16468	40.105	40.105	40.105	40.105	40.088532	unk	neg
5	Contig8771	13661	1.741	1.741	1.741	1.741	1.727339	unk	neg
10	Contig87712	3993	45.5255	45.5255	45.5255	45.5255	45.521507	unk	pos
8	Contig87750	13758	28.3585	28.3585	28.3585	28.3585	28.344742	unk	neg
12	Contig87763	7798	46.449	46.449	46.449	46.449	46.441202	unk	pos
2	Contig87774	59376	63.457	63.457	63.457	63.457	63.397624	unk	pos
3	Contig87790	4171	28.87	28.87	28.87	28.87	28.865829	unk	neg
9	Contig87791	46065	28.0725	28.0725	28.0725	28.0725	28.026435	unk	pos
5	Contig8781	19553	46.0265	46.0265	46.0265	46.0265	46.006947	unk	pos
6	Contig87860	11389	56.97	56.97	56.97	56.97	56.958611	unk	pos
16	Contig8789	835	55.6035	55.6035	55.6035	55.6035	55.602665	unk	neg
1	Contig87916	22781	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.942718999999999	unk	pos
1	Contig8792	15077	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.950422999999999	unk	neg
9	Contig87929	20551	51.5515	51.5515	51.5515	51.5515	51.530949	unk	neg
3	Contig87940	11051	61.665	61.665	61.665	61.665	61.653949	unk	neg
9	Contig87941	2041	8.7115	8.7115	8.7115	8.7115	8.709459	unk	pos
9	Contig87961	3241	41.8195	41.8195	41.8195	41.8195	41.816259	unk	neg
3	Contig87967	10040	33.145	33.145	33.145	33.145	33.13496	unk	pos
8	Contig87972	35866	37.9855	37.9855	37.9855	37.9855	37.949634	unk	neg
3	Contig87994	4957	24.7115	24.7115	24.7115	24.7115	24.706543	unk	neg
9	Contig88047	36618	6.9465	6.9465	6.9465	6.9465	6.909882	unk	neg
7	Contig88098	2284	40.339	40.339	40.339	40.339	40.336716	unk	neg
9	Contig88103	8712	25.3891223103058	25.3891223103058	25.3891223103058	25.3891223103058	25.3804103103058	unk	pos
5	Contig88117	5449	7.714	7.714	7.714	7.714	7.708551	unk	pos
10	Contig88124	3830	3.12	3.12	3.12	3.12	3.11617	unk	pos
5	Contig88130	22964	32.1585	32.1585	32.1585	32.1585	32.135536	unk	neg
3	Contig88156	28828	27.3695	27.3695	27.3695	27.3695	27.340672	unk	neg
1	Contig88157	44236	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.921263999999999	unk	pos
4	Contig88178	12732	10.6485	10.6485	10.6485	10.6485	10.635768	unk	pos
1	Contig882	1552	75.534	75.534	75.534	75.534	75.532448	unk	neg
9	Contig88213	42847	51.5515	51.5515	51.5515	51.5515	51.508653	unk	pos
9	Contig88214	4104	51.5515	51.5515	51.5515	51.5515	51.547396	unk	neg
2	Contig88221	66020	54.455	54.455	54.455	54.455	54.38898	unk	neg
11	Contig88231	9456	52.908	52.908	52.908	52.908	52.898544	unk	pos
16	Contig8824	22592	12.7565	12.7565	12.7565	12.7565	12.733908	unk	neg
8	Contig88241	11920	14.345	14.345	14.345	14.345	14.33308	unk	pos
3	Contig88242	18806	33.145	33.145	33.145	33.145	33.126194	unk	neg
4	Contig8825	38239	1.5085	1.5085	1.5085	1.5085	1.470261	unk	neg
10	Contig88257	31229	15.4495	15.4495	15.4495	15.4495	15.418271	unk	pos
10	Contig88282	76881	41.601	41.601	41.601	41.601	41.524119	unk	pos
6	Contig88285	847	31.0045	31.0045	31.0045	31.0045	31.003653	unk	pos
2	Contig88294	203	59.186	59.186	59.186	59.186	59.185797	unk	pos
2	Contig883	5522	56.205	56.205	56.205	56.205	56.199478	unk	neg
9	Contig88323	2690	18.6395	18.6395	18.6395	18.6395	18.63681	unk	pos
7	Contig88380	7887	27.15	27.15	27.15	27.15	27.142113	unk	neg
6	Contig884	25926	43.6085	44.2655	43.6085	44.2655	44.239574	neg	neg
2	Contig88434	723	61.7765	61.7765	61.7765	61.7765	61.775777	unk	neg
7	Contig88477	11230	22.323	22.323	22.323	22.323	22.31177	unk	neg
13	Contig88480	69742	35.821	35.821	35.821	35.821	35.751258	unk	neg
1	Contig885	40560	31.3955	31.3955	31.3955	31.3955	31.35494	unk	pos
5	Contig88528	1374	26.239	26.239	26.239	26.239	26.237626	unk	neg
1	Contig88534	1572	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.963927999999999	unk	neg
4	Contig88543	10195	1.5085	1.5085	1.5085	1.5085	1.498305	unk	neg
12	Contig88544	8282	54.0855	54.0855	54.0855	54.0855	54.077218	unk	pos
1	Contig88548	19859	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.945640999999999	unk	neg
11	Contig88563	3184	52.908	52.908	52.908	52.908	52.904816	unk	neg
15	Contig886	26297	31.2575	31.2575	31.2575	31.2575	31.231203	unk	pos
12	Contig88616	32185	1.276	1.276	1.276	1.276	1.243815	unk	pos
12	Contig88623	21050	48.712	48.712	48.712	48.712	48.69095	unk	neg
6	Contig8864	5445	55.892	55.892	55.892	55.892	55.886555	unk	neg
10	Contig88640	5879	32.786	32.786	32.786	32.786	32.780121	unk	neg
2	Contig88657	29237	14.209	14.209	14.209	14.209	14.179763	unk	neg
4	Contig88662	32531	1.5085	1.5085	1.5085	1.359	1.475969	pos	neg
2	Contig88665	28096	37.853	37.853	37.853	37.853	37.824904	unk	pos
10	Contig88670	9499	27.791	27.791	27.791	27.791	27.781501	unk	pos
3	Contig88692	12043	30.583	30.583	30.583	30.583	30.570957	unk	neg
14	Contig88693	27610	7.3825	7.3825	7.3825	7.3825	7.35489	unk	neg
2	Contig88695	3668	60.093	60.093	60.093	60.093	60.089332	unk	neg
17	Contig88756	5814	14.2365	14.2365	14.2365	14.2365	14.230686	unk	pos
1	Contig88770	5771	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.959728999999999	unk	neg
8	Contig88786	1167	54.3805	54.3805	54.3805	54.3805	54.379333	unk	neg
11	Contig8879	17398	52.908	52.908	52.908	52.908	52.890602	unk	neg
1	Contig888	41351	70.6185	70.6185	70.6185	70.6185	70.577149	unk	pos
13	Contig88801	4561	20.9445	20.9445	20.9445	20.9445	20.939939	unk	pos
17	Contig88828	9980	45.2975	45.2975	45.2975	45.2975	45.28752	unk	pos
2	Contig88833	6720	38.415	38.415	38.415	38.415	38.40828	unk	neg
2	Contig88861	58165	73.723	73.723	73.723	73.723	73.664835	unk	pos
4	Contig88910	6247	25.314	25.314	25.314	25.314	25.307753	unk	neg
3	Contig88913	3131	9.578	9.578	9.578	9.578	9.574869	unk	neg
1	Contig88918	21319	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.944180999999999	unk	pos
1	Contig88919	8196	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.957303999999999	unk	pos
4	Contig88937	2858	41.514	41.514	41.514	41.514	41.511142	unk	neg
1	Contig88959	8662	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.956837999999999	unk	pos
6	Contig88961	15397	52.1655	52.1655	52.1655	52.1655	52.150103	unk	pos
6	Contig88962	663	52.1655	52.1655	52.1655	52.1655	52.164837	unk	neg
10	Contig88977	4854	41.5745104215308	41.5745104215308	41.5745104215308	41.5745104215308	41.5696564215308	unk	neg
11	Contig8900	21235	52.908	52.908	52.908	52.908	52.886765	unk	neg
11	Contig89009	11120	37.4515	37.4515	37.4515	37.4515	37.44038	unk	neg
17	Contig89022	30001	24.9095	24.9095	24.9095	24.9095	24.879499	unk	pos
13	Contig89026	4808	39.1105	39.1105	39.1105	39.1105	39.105692	unk	neg
9	Contig8905	29310	47.1745	47.1745	47.1745	47.1745	47.14519	unk	neg
4	Contig89053	5878	53.3345	53.3345	53.3345	53.3345	53.328622	unk	neg
9	Contig89074	43682	25.3891223103058	25.3891223103058	25.3891223103058	25.3891223103058	25.3454403103058	unk	pos
10	Contig89076	3814	11.108	11.108	11.108	11.108	11.104186	unk	pos
2	Contig89100	1192	33.047	33.047	33.047	33.047	33.045808	unk	neg
11	Contig89104	1447	52.908	52.908	52.908	52.908	52.906553	unk	neg
7	Contig89114	22188	37.7405	37.7405	37.7405	37.7405	37.718312	unk	neg
3	Contig89133	5893	12.673	12.673	12.673	12.673	12.667107	unk	neg
4	Contig89136	21945	14.1135	14.1135	14.1135	14.1135	14.091555	unk	pos
12	Contig89142	2194	53.8045	53.8045	53.8045	53.8045	53.802306	unk	neg
10	Contig8917	44478	2.839	2.839	2.839	2.839	2.794522	unk	pos
6	Contig89178	2480	46.5235	46.5235	46.5235	46.5235	46.52102	unk	neg
4	Contig89199	1423	6.082	6.082	6.082	6.082	6.080577	unk	pos
11	Contig89206	948	52.908	52.908	52.908	52.908	52.907052	unk	neg
10	Contig89215	13945	38.1865	38.1865	38.1865	38.1865	38.172555	unk	neg
15	Contig89229	4644	27.153	27.153	27.153	27.153	27.148356	unk	pos
3	Contig8923	35329	25.89	25.89	25.89	25.89	25.854671	unk	pos
8	Contig89234	4197	22.8935	22.8935	22.8935	22.8935	22.889303	unk	pos
7	Contig89290	18716	17.213	17.213	17.213	17.213	17.194284	unk	neg
13	Contig89294	9067	28.334	28.334	28.334	28.334	28.324933	unk	neg
17	Contig893	8374	31.2701961471403	31.2701961471403	31.2701961471403	31.2701961471403	31.2618221471403	unk	pos
3	Contig89302	4546	8.635	8.635	8.635	8.635	8.630454	unk	pos
6	Contig8931	32372	8.4375	8.4375	8.4375	8.4375	8.405128	unk	neg
3	Contig89354	46618	27.3695	27.3695	27.3695	27.3695	27.322882	unk	pos
5	Contig89362	755	45.082	45.082	45.082	45.082	45.081245	unk	pos
8	Contig89366	10761	33.02	33.02	33.02	33.02	33.009239	unk	pos
4	Contig89439	4914	1.5085	1.5085	1.5085	1.5085	1.503586	unk	neg
5	Contig8946	18750	46.0265	46.0265	46.0265	46.0265	46.00775	unk	pos
9	Contig89474	86	11.628	11.628	11.628	11.628	11.627914	unk	pos
5	Contig8948	1965	35.086	35.086	35.086	35.086	35.084035	unk	pos
5	Contig89485	26329	41.6145	41.6145	41.6145	41.6145	41.588171	unk	pos
2	Contig89488	84987	60.093	60.093	60.093	60.093	60.008013	unk	pos
1	Contig89513	26383	22.9985	22.9985	22.9985	22.7165	22.972117	pos	pos
13	Contig89534	5580	49.4445	49.4445	49.4445	49.4445	49.43892	unk	pos
13	Contig89546	19829	21.5775	21.5775	21.5775	21.5775	21.557671	unk	neg
10	Contig89559	7238	19.0575	19.0575	19.0575	19.0575	19.050262	unk	neg
4	Contig89561	24557	1.5085	1.5085	1.5085	1.5085	1.483943	unk	neg
2	Contig89578	25608	27.744	27.744	27.744	27.744	27.718392	unk	neg
2	Contig89594	10147	85.1205	85.1205	85.1205	85.1205	85.110353	unk	neg
15	Contig89629	11277	52.737	52.737	52.737	52.737	52.725723	unk	pos
2	Contig89673	4563	17.7745	17.7745	17.7745	17.7745	17.769937	unk	neg
9	Contig89680	1870	2.4175	2.4175	2.4175	2.4175	2.41563	unk	pos
7	Contig89719	5243	15.9345	15.9345	15.9345	15.9345	15.929257	unk	pos
15	Contig8975	23532	31.831	31.831	31.831	31.831	31.807468	unk	pos
3	Contig89759	2430	30.583	30.583	30.583	30.583	30.58057	unk	neg
11	Contig89763	36459	55.3756905484464	55.3756905484464	55.3756905484464	55.3756905484464	55.3392315484464	unk	pos
13	Contig89766	1101	24.672	24.672	24.672	24.672	24.670899	unk	neg
1	Contig89780	4534	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.960965999999999	unk	pos
1	Contig89785	845	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.964654999999999	unk	neg
13	Contig89846	3286	24.672	24.672	24.672	24.672	24.668714	unk	neg
11	Contig8988	9906	52.908	52.908	52.908	52.908	52.898094	unk	pos
3	Contig89890	18896	31.864	31.864	31.864	31.864	31.845104	unk	pos
1	Contig89901	2430	28.952	28.952	28.952	28.952	28.94957	unk	neg
1	Contig89929	6923	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.958576999999999	unk	neg
13	Contig89946	36872	51.3	51.3	51.3	51.3	51.263128	unk	pos
3	Contig89964	17217	50.0635	50.0635	50.0635	50.0635	50.046283	unk	neg
17	Contig89971	4566	40.6465	40.6465	40.6465	40.6465	40.641934	unk	pos
17	Contig89972	23731	40.6465	40.6465	40.6465	40.6465	40.622769	unk	neg
2	Contig89974	4684	45.449	45.449	45.449	45.449	45.444316	unk	pos
2	Contig8998	19639	42.355	42.355	42.355	42.355	42.335361	unk	neg
3	Contig89984	944	8.9495	8.9495	8.9495	8.9495	8.948556	unk	neg
3	Contig89998	19772	30.3035	30.3035	30.3035	30.3035	30.283728	unk	pos
12	Contig9	120993	48.712	48.712	48.712	48.712	48.591007	unk	neg
17	Contig900	60201	20.987	20.987	20.987	20.987	20.926799	unk	neg
9	Contig9000	11494	30.619	30.619	30.619	30.619	30.607506	unk	pos
7	Contig90017	2848	5.5455	5.5455	5.5455	5.5455	5.542652	unk	neg
2	Contig90031	23717	46.011	46.011	46.011	46.011	45.987283	unk	pos
5	Contig90049	9383	21.334	21.334	21.334	21.334	21.324617	unk	pos
4	Contig90083	11680	36.5505	36.5505	36.5505	36.5505	36.53882	unk	neg
3	Contig90090	1760	40.3085	40.3085	40.3085	40.3085	40.30674	unk	neg
13	Contig90095	1587	24.672	24.672	24.672	24.672	24.670413	unk	pos
7	Contig901	18351	2.679	2.679	2.679	2.679	2.660649	unk	neg
1	Contig90132	991	32.359	32.359	32.359	32.359	32.358009	unk	neg
14	Contig90154	17544	10.2385	10.2385	10.2385	10.2385	10.220956	unk	pos
10	Contig90158	2533	4.5355	4.5355	4.5355	4.5355	4.532967	unk	pos
2	Contig90175	111	69.558	69.558	69.558	69.558	69.557889	unk	neg
1	Contig90188	847	48.625	48.625	48.625	48.625	48.624153	unk	neg
3	Contig90211	3451	23.9797371122929	23.9797371122929	23.9797371122929	23.9797371122929	23.9762861122929	unk	pos
16	Contig90222	13561	44.2675	44.2675	44.2675	44.2675	44.253939	unk	pos
6	Contig90228	183	55.2685	55.2685	55.2685	55.2685	55.268317	unk	pos
10	Contig90242	47818	33.4435	33.4435	33.4435	33.4435	33.395682	unk	neg
16	Contig90255	496	12.7565	12.7565	12.7565	12.7565	12.756004	unk	pos
6	Contig9026	32914	44.2655	44.2655	44.2655	44.2655	44.232586	unk	neg
11	Contig90279	4621	52.908	52.908	52.908	52.908	52.903379	unk	pos
11	Contig90280	293	52.908	52.908	52.908	52.908	52.907707	unk	neg
5	Contig90285	8086	42.4935	42.4935	42.4935	42.4935	42.485414	unk	pos
7	Contig90288	4008	16.619	16.619	16.619	16.619	16.614992	unk	pos
15	Contig9029	2693	53.03	53.03	53.03	53.03	53.027307	unk	pos
2	Contig90291	7442	85.421	85.421	85.421	85.421	85.413558	unk	pos
16	Contig90309	1998	23.089	23.089	23.089	23.089	23.087002	unk	pos
7	Contig90328	29955	29.165	29.165	29.165	29.165	29.135045	unk	pos
7	Contig90329	17187	29.165	29.165	29.165	29.165	29.147813	unk	pos
1	Contig90354	11508	74.7605	74.7605	74.7605	74.7605	74.748992	unk	neg
2	Contig90379	26711	51.859	51.859	51.859	51.859	51.832289	unk	pos
5	Contig90388	10222	50.0365	50.0365	50.0365	50.0365	50.026278	unk	neg
10	Contig90423	16631	3.12	3.12	3.12	3.12	3.103369	unk	pos
17	Contig9043	53983	39.233	39.233	39.233	39.233	39.179017	unk	neg
3	Contig90455	1754	30.583	30.583	30.583	30.583	30.581246	unk	pos
13	Contig90456	25731	8.9415	8.9415	8.9415	8.9415	8.915769	unk	neg
4	Contig9047	16314	1.5085	1.5085	1.5085	1.5085	1.492186	unk	neg
2	Contig90474	32002	37.1965	37.1965	37.1965	37.1965	37.164498	unk	pos
8	Contig90476	20668	54.3805	54.3805	54.3805	54.3805	54.359832	unk	pos
12	Contig90490	26732	46.1125	46.1125	46.1125	46.1125	46.085768	unk	pos
1	Contig9052	44914	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.920585999999999	unk	pos
